id,name_clean,name_first_last,freq,years,medals_by_year,rank_averages_by_year,percentiles_by_year
1941,Sumin Lee,"Lee, Sumin",1,2014,2014:Merit,2014:185.5,2014:0.4256965944
1942,Yeonseok Lee,"Lee, Yeonseok",1,2013,2013:Silver,2013:54.5,2013:0.8146258503
1945,Eunji Lim,"Lim, Eunji",1,2014,2014:Merit,2014:135,2014:0.5820433437
1946,Jinwoo Lim,"Lim, Jinwoo",1,2014,2014:Merit,2014:185.5,2014:0.4256965944
1949,Gunho No,"No, Gunho",1,2014,2014:Bronze,2014:104.5,2014:0.6764705882
1952,Junyeong Park,"Park, Junyeong",1,2014,2014:Merit,2014:164.5,2014:0.4907120743
1955,Seungmin Park,"Park, Seungmin",1,2015,2015:Merit,2015:161.5,2015:0.4756493506
1956,Yeonho Park,"Park, Yeonho",2,2021;2022,2021:Silver;2022:Silver,2021:38;2022:21.5,2021:0.8782051282;2022:0.9253472222
1957,Yijoon Park,"Park, Yijoon",1,2022,2022:Silver,2022:51,2022:0.8229166667
1958,Dongwan Ryu,"Ryu, Dongwan",2,2021;2022,2021:Bronze;2022:Bronze,2021:92.5;2022:102.5,2021:0.703525641;2022:0.6440972222
1959,Myoungjin Seo,"Seo, Myoungjin",2,2013;2014,2013:Bronze;2014:Silver,2013:77.5;2014:39,2013:0.7363945578;2014:0.8792569659
1964,Kyunglin Yang,"Yang, Kyunglin",1,2014,2014:Bronze,2014:80,2014:0.7523219814
1968,Ji-Hu Yun,"Yun, Ji-Hu",1,2021,2021:Bronze,2021:92.5,2021:0.703525641
