id,name_clean,name_first_last,EMIC_freq,EMIC_years,IWYMIC_freq,IWYMIC_years,APMO_freq,APMO_years,IMO_freq,IMO_years
1122,Ming Xin Lin,"Lin, Ming Xin",0,,1,2021,0,,0,
1123,Wang Iok Lin,"Lin, Wang Iok",0,,1,2019,0,,3,2021;2022;2023
1124,Chon Long Lio,"Lio, Chon Long",0,,1,2015,0,,1,2018
1125,Jiade Liu,"Liu, Jiade",0,,1,2014,0,,2,2015;2017
1126,Kuan I Liu,"Liu, Kuan I",0,,1,2023,0,,0,
1127,Zi Peng Liu,"Liu, Zi Peng",0,,1,2018,0,,0,
1128,Chi Hei Lo,"Lo, Chi Hei",1,2022,0,,0,,0,
1129,Kiros Lu,"Lu, Kiros",0,,1,2023,1,2026,0,
1130,Kuan Kun Mak,"Mak, Kuan Kun",1,2022,0,,1,2026,1,2026
1131,Iek Hin Bosco Ng,"Ng, Iek Hin Bosco",1,2021,1,2023,0,,0,
1132,Ka Chon Ng,"Ng, Ka Chon",1,2014,1,2016,0,,1,2020
1133,Ho Ieng Ngai,"Ngai, Ho Ieng",0,,2,2013;2014,0,,2,2016;2017
1134,Ian Meng Si,"Si, Ian Meng",1,2019,1,2022,0,,0,
1135,Ian Wai Si,"Si, Ian Wai",1,2018,1,2021,0,,0,
1136,Kin Chon Sin,"Sin, Kin Chon",0,,1,2013,0,,0,
1137,Kok Lai Sit,"Sit, Kok Lai",0,,1,2023,0,,0,
1138,Wai Sam Sou,"Sou, Wai Sam",1,2022,0,,0,,0,
1139,Weng Nga Tai,"Tai, Weng Nga",0,,1,2015,0,,0,
1140,Chin Seng Tam,"Tam, Chin Seng",1,2018,0,,0,,0,
1141,Hou Tam,"Tam, Hou",0,,1,2014,0,,2,2016;2017
1142,Hou Wa Tam,"Tam, Hou Wa",0,,1,2023,0,,0,
1143,Son Tai Tam,"Tam, Son Tai",1,2021,0,,0,,0,
1144,Hou Tan,"Tan, Hou",0,,1,2013,0,,0,
1145,Chi Chon Tang,"Tang, Chi Chon",0,,1,2013,0,,1,2014
1146,Cho Hou Tang,"Tang, Cho Hou",0,,2,2013;2014,0,,4,2014;2015;2016;2017
1147,Song Hei Tang,"Tang, Song Hei",0,,1,2021,0,,0,
1148,Frankie That,"That, Frankie",1,2019,1,2021,0,,0,
1149,Kin Wai Tong,"Tong, Kin Wai",0,,1,2016,0,,3,2018;2019;2020
1150,Chong Un Un,"Un, Chong Un",1,2016,1,2019,0,,1,2023
1151,Hou Hin Un,"Un, Hou Hin",2,2013;2014,1,2015,0,,0,
1152,Cheng Hou Wong,"Wong, Cheng Hou",0,,2,2018;2019,0,,0,
1153,Chi Ian Wong,"Wong, Chi Ian",0,,1,2019,0,,1,2020
1154,Chon Him Wong,"Wong, Chon Him",1,2023,0,,0,,0,
1155,Chon In Wong,"Wong, Chon In",0,,1,2013,0,,0,
1156,Hou Cheng Wong,"Wong, Hou Cheng",1,2018,1,2021,0,,0,
1157,Ieng Lon Wong,"Wong, Ieng Lon",1,2018,0,,0,,0,
1158,Kam Ieong Wong,"Wong, Kam Ieong",0,,1,2015,0,,0,
1159,Seng In Wong,"Wong, Seng In",0,,1,2014,0,,0,
1160,Sui Hung Wong,"Wong, Sui Hung",0,,1,2019,0,,0,
1161,U Pan Wong,"Wong, U Pan",1,2023,0,,0,,0,
1162,Ut Kei Wong,"Wong, Ut Kei",0,,1,2018,0,,0,
1163,Zi Ning Wu,"Wu, Zi Ning",0,,1,2023,0,,0,
1164,Kuong Fai Xu,"Xu, Kuong Fai",1,2016,0,,0,,0,
1165,Rason Xu,"Xu, Rason",1,2019,1,2022,0,,0,
1166,Shuo Yang,"Yang, Shuo",1,2022,0,,0,,0,
1167,Chon Hou Ye,"Ye, Chon Hou",0,,1,2019,0,,3,2021;2022;2023
1168,Haoxiang Ye,"Ye, Haoxiang",2,2018;2019,0,,1,2025,0,
1169,Tong Sam Zheng,"Zheng, Tong Sam",0,,1,2018,0,,0,
1170,Ganwen Zuo,"Zuo, Ganwen",0,,1,2019,0,,0,
