id,name_clean,name_first_last,EMIC_freq,EMIC_years,IWYMIC_freq,IWYMIC_years,APMO_freq,APMO_years,IMO_freq,IMO_years
2235,Sithija Abhishek Kotuwewatta,"Kotuwewatta, Sithija Abhishek",2,2016;2017,1,2019,2,2019;2020,3,2019;2020;2023
2236,Ghaura Abheendra Mahabaduge,"Mahabaduge, Ghaura Abheendra",0,,2,2017;2018,2,2019;2020,3,2018;2019;2020
2237,Shithila Vibheetha Mahabaduge,"Mahabaduge, Shithila Vibheetha",1,2018,0,,1,2023,3,2021;2022;2023
2238,Sanupa Bimsath Marapana,"Marapana, Sanupa Bimsath",1,2019,2,2021;2022,1,2024,0,
2239,Ruwimal Yasantha Pathiraja,"Pathiraja, Ruwimal Yasantha",0,,3,2013;2014;2015,0,,4,2013;2014;2015;2016
2240,Pathirannehelage Luchitha Disal Pathirana,"Pathirana, Pathirannehelage Luchitha Disal",1,2018,2,2019;2021,4,2020;2021;2022;2023,2,2021;2024
2241,Gonaduwage Maneth Banula Perera,"Perera, Gonaduwage Maneth Banula",2,2015;2016,2,2017;2019,4,2017;2018;2019;2020,4,2017;2018;2019;2020
2242,Welikadage Sithusha Nethmina Perera,"Perera, Welikadage Sithusha Nethmina",1,2019,0,,0,,0,
2243,Alwela Hansaja Ramith,"Ramith, Alwela Hansaja",1,2016,1,2018,0,,0,
2244,Wijelath Mohotalage Don Sandil Sandipa Ranasinghe,"Ranasinghe, Wijelath Mohotalage Don Sandil Sandipa",1,2013,3,2014;2015;2016,0,,2,2015;2017
2245,Ganganath Kevin Ravindu Bandara Ranatunga,"Ranatunga, Ganganath Kevin Ravindu Bandara",0,,1,2023,0,,1,2024
2246,Lavakumar Rishikeshan,"Rishikeshan, Lavakumar",0,,1,2013,0,,0,
2247,Wijeratne Dissanayake Mudiyanselage Uditha Sandaruwan,"Sandaruwan, Wijeratne Dissanayake Mudiyanselage Uditha",2,2014;2015,3,2016;2017;2018,0,,0,
2248,Baliah Sanoojan,"Sanoojan, Baliah",0,,1,2013,0,,0,
2249,Kalaapan Selvamagesan,"Selvamagesan, Kalaapan",1,2019,1,2021,0,,1,2024
2250,Gunarooban Shanthithyan,"Shanthithyan, Gunarooban",0,,1,2023,1,2024,0,
2251,Fonseka Kalutharawedage Ayusha Shastraka,"Shastraka, Fonseka Kalutharawedage Ayusha",1,2013,0,,0,,0,
2252,Lande Bandarage Nethmina Poojana Shamika De Silva,"Silva, Lande Bandarage Nethmina Poojana Shamika De",1,2015,1,2017,0,,0,
2253,Nadesamoorthy Sivamynthan,"Sivamynthan, Nadesamoorthy",1,2015,1,2018,3,2016;2017;2019,0,
2254,Thirukkumaran Theiventhiran,"Theiventhiran, Thirukkumaran",1,2019,2,2021;2022,2,2021;2024,3,2022;2023;2024
2255,Arulmolivarman Thieshanthan,"Thieshanthan, Arulmolivarman",0,,1,2014,0,,0,
2256,Lenora Robolge Pahanma Upani,"Upani, Lenora Robolge Pahanma",1,2017,0,,0,,0,
2257,Sribalakrishnan Vanoja,"Vanoja, Sribalakrishnan",1,2017,0,,0,,0,
2258,Thellabura Vithanachchige Nelushi Vithanachchi,"Vithanachchi, Thellabura Vithanachchige Nelushi",1,2016,3,2017;2018;2019,3,2018;2019;2020,3,2018;2019;2020
2259,Chandhopama Thidas Bandara Wanasinghe,"Wanasinghe, Chandhopama Thidas Bandara",1,2016,1,2019,4,2020;2021;2022;2023,4,2020;2021;2022;2023
2260,Thenura Dilruk Wickramarathna,"Wickramarathna, Thenura Dilruk",0,,1,2022,2,2023;2024,1,2025
2261,Vithana Pasindu Lakshitha Wickramasinghe,"Wickramasinghe, Vithana Pasindu Lakshitha",0,,1,2015,0,,0,
2262,Athugala Mudiyanselage Thejana Kausith Wijekoon,"Wijekoon, Athugala Mudiyanselage Thejana Kausith",1,2018,0,,0,,0,
2263,Samitha Yohan Abeysinghe Wijepala Abeysinghe Mudiyanselage,"Wijepala Abeysinghe Mudiyanselage, Samitha Yohan Abeysinghe",1,2013,3,2014;2015;2016,0,,4,2014;2015;2016;2017
2264,Pathirannahelage Mevan Niluminda Wijewardena,"Wijewardena, Pathirannahelage Mevan Niluminda",0,,1,2013,0,,3,2013;2014;2016
2265,Arachchilage Kavindu Theekshana Wimalaweera,"Wimalaweera, Arachchilage Kavindu Theekshana",1,2017,0,,0,,0,
2266,Baskarakurukkal Yathunanthanasarma,"Yathunanthanasarma, Baskarakurukkal",0,,1,2016,0,,0,
