id,name_clean,name_first_last,EMIC_freq,EMIC_years,IWYMIC_freq,IWYMIC_years,APMO_freq,APMO_years,IMO_freq,IMO_years
2153,Youkyum Kim,"Kim, Youkyum",0,,1,2021,0,,4,2022;2023;2024;2025
2154,Liane Kleynhans,"Kleynhans, Liane",0,,2,2016;2017,0,,0,
2155,Paul Kotze,"Kotze, Paul",1,2022,0,,0,,0,
2156,Nicholas Kroon,"Kroon, Nicholas",0,,1,2013,0,,2,2015;2016
2157,Kyle Kropman,"Kropman, Kyle",0,,1,2023,0,,0,
2158,Daaruk Kumarasamy,"Kumarasamy, Daaruk",1,2023,0,,0,,0,
2159,Soyeon Lee,"Lee, Soyeon",1,2019,0,,0,,0,
2160,Jeremy Liddle,"Liddle, Jeremy",0,,1,2023,0,,0,
2161,Yi Lou,"Lou, Yi",0,,1,2019,0,,1,2021
2162,Matthew Mallach,"Mallach, Matthew",1,2023,0,,0,,0,
2163,Ben Maree,"Maree, Ben",1,2021,1,2023,0,,0,
2164,Jarred Montjoie,"Montjoie, Jarred",0,,1,2022,0,,0,
2165,Dhiya Moodley,"Moodley, Dhiya",1,2022,0,,0,,0,
2166,Saien Moodley,"Moodley, Saien",1,2016,0,,0,,0,
2167,Danielle de Moor,"Moor, Danielle de",1,2021,0,,0,,0,
2168,Nicholas (Nick) Murray,"Murray, Nicholas (Nick)",0,,1,2014,0,,0,
2169,Jaedon Naidu,"Naidu, Jaedon",0,,1,2019,0,,0,
2170,Lourens Van Niekerk,"Niekerk, Lourens Van",0,,1,2013,0,,0,
2171,Ruan van Niekerk,"Niekerk, Ruan van",1,2021,0,,0,,0,
2172,Yicheng Ning,"Ning, Yicheng",1,2023,0,,0,,0,
2173,Jonathan Kishore Penumala,"Penumala, Jonathan Kishore",0,,1,2022,0,,0,
2174,Jorgen Pettenburger,"Pettenburger, Jorgen",1,2015,0,,0,,0,
2175,Lauren Pinder,"Pinder, Lauren",1,2016,0,,0,,0,
2176,Jenna du Plessis,"Plessis, Jenna du",1,2021,0,,0,,0,
2177,James Prins,"Prins, James",0,,2,2022;2023,0,,0,
2178,Tsz Lok Pun,"Pun, Tsz Lok",1,2022,1,2023,0,,0,
2179,Emmanuel Rassou,"Rassou, Emmanuel",1,2017,2,2018;2019,0,,0,
2180,Noah Rassou,"Rassou, Noah",1,2021,1,2022,0,,1,2026
2181,Nicolas Roberts-Meyer,"Roberts-Meyer, Nicolas",1,2022,0,,0,,0,
2182,Christine Rossouw,"Rossouw, Christine",0,,1,2019,0,,0,
2183,Jana Rossouw,"Rossouw, Jana",1,2019,2,2021;2022,0,,0,
2184,Juliette Roux,"Roux, Juliette",2,2016;2017,2,2018;2019,0,,3,2020;2021;2022
2185,Jashil Sahdeo,"Sahdeo, Jashil",1,2023,0,,0,,0,
2186,Ayoub Salie,"Salie, Ayoub",1,2021,0,,0,,0,
2187,Zahraa Sattar,"Sattar, Zahraa",1,2017,0,,0,,0,
2188,Frans J V M Schimper,"Schimper, Frans J V M",0,,1,2016,0,,0,
2189,Daniel Schlesinger,"Schlesinger, Daniel",2,2016;2017,1,2019,0,,0,
2190,Jonathan Schlesinger,"Schlesinger, Jonathan",1,2019,0,,0,,0,
2191,Kimaya Shah-Naidoo,"Shah-Naidoo, Kimaya",1,2022,0,,0,,0,
2192,Yoshua Smit,"Smit, Yoshua",0,,1,2021,0,,0,
2193,Jessica Solomon,"Solomon, Jessica",1,2021,0,,0,,0,
2194,Du Pisanie Soné,"Soné, Du Pisanie",0,,1,2015,0,,0,
2195,Conall Steenkamp,"Steenkamp, Conall",1,2017,0,,0,,0,
2196,Faran Steenkamp,"Steenkamp, Faran",1,2015,0,,0,,0,
2197,Sebastian Steer,"Steer, Sebastian",0,,2,2022;2023,0,,0,
2198,Qiyuan Sun,"Sun, Qiyuan",1,2023,0,,0,,0,
2199,André Toerien,"Toerien, André",0,,1,2019,0,,0,
2200,Emile Tredoux,"Tredoux, Emile",1,2013,0,,0,,1,2018
2201,Verne Vite,"Vite, Verne",0,,1,2018,0,,0,
2202,Ammaarah Wadee,"Wadee, Ammaarah",0,,1,2019,0,,0,
2203,Mike Wang,"Wang, Mike",1,2019,0,,0,,0,
2204,Yufei Wang,"Wang, Yufei",1,2021,0,,0,,0,
2205,Thomas Warner,"Warner, Thomas",0,,2,2016;2017,0,,0,
2206,Adri Wessels,"Wessels, Adri",0,,1,2016,0,,3,2017;2018;2019
2207,Adam Wilcock,"Wilcock, Adam",0,,1,2022,0,,0,
2208,Reuben Van Wyk,"Wyk, Reuben Van",1,2015,0,,0,,0,
2209,Sean Van Wyk,"Wyk, Sean Van",1,2014,1,2017,0,,0,
2210,Qihang Zhang,"Zhang, Qihang",2,2022;2023,0,,0,,0,
2211,Lanbo Zhao,"Zhao, Lanbo",0,,1,2021,0,,0,
