id,name_clean,name_first_last,EMIC_freq,EMIC_years,IWYMIC_freq,IWYMIC_years,APMO_freq,APMO_years,IMO_freq,IMO_years
189,Kristina Georgieva Kyuchukova,"Kyuchukova, Kristina Georgieva",1,2022,0,,0,,0,
190,Chavdar Lalov,"Lalov, Chavdar",1,2013,0,,0,,0,
191,Svetlin Krasimirov Lalov,"Lalov, Svetlin Krasimirov",0,,1,2018,0,,0,
192,Dimitar Marinov Lazarov,"Lazarov, Dimitar Marinov",1,2018,0,,0,,0,
193,Petko Valeriev Lazarov,"Lazarov, Petko Valeriev",0,,1,2022,0,,0,
194,Boyan Emilov Leonidiev,"Leonidiev, Boyan Emilov",1,2022,0,,0,,0,
195,Dimitar Lyubenov,"Lyubenov, Dimitar",1,2013,0,,0,,0,
196,Alyara Alkanova Mahmudova,"Mahmudova, Alyara Alkanova",2,2018;2019,1,2022,0,,0,
197,Svetoslava Manoleva,"Manoleva, Svetoslava",0,,1,2013,0,,0,
198,Boryana Dimitrova Manolova,"Manolova, Boryana Dimitrova",0,,1,2023,0,,0,
199,Alexander Marianov Marinov,"Marinov, Alexander Marianov",1,2022,0,,0,,0,
200,Miroslav Genov Marinov,"Marinov, Miroslav Genov",0,,1,2013,0,,0,
201,Zahari Emilov Marinov,"Marinov, Zahari Emilov",0,,1,2018,0,,0,
202,Darina Spartak Marinova,"Marinova, Darina Spartak",2,2021;2022,0,,0,,0,
203,Pressiana Marinova,"Marinova, Pressiana",0,,1,2013,0,,0,
204,Denitsa Markova,"Markova, Denitsa",0,,2,2013;2014,0,,2,2014;2015
205,Dimitar Nikolaev Markovich,"Markovich, Dimitar Nikolaev",0,,1,2014,0,,0,
206,Nely Markovich,"Markovich, Nely",1,2013,0,,0,,0,
207,Veselin Nikolaev Markovich,"Markovich, Veselin Nikolaev",0,,2,2021;2022,0,,0,
208,Vesselin Markovich,"Markovich, Vesselin",1,2019,0,,1,2023,3,2023;2024;2025
209,Mathew Petkov Mashkov,"Mashkov, Mathew Petkov",0,,1,2018,0,,0,
210,Ignat Valeri Mateev,"Mateev, Ignat Valeri",0,,1,2023,0,,0,
211,Ivan Matev,"Matev, Ivan",1,2019,0,,0,,0,
212,Ivan-Aleksandar Veselinov Mavrov,"Mavrov, Ivan-Aleksandar Veselinov",1,2014,2,2016;2017,0,,1,2018
213,Gergana Georgieva Mermeklieva,"Mermeklieva, Gergana Georgieva",1,2022,0,,0,,0,
214,Kamelia Svetoslsvsva Mihaylova,"Mihaylova, Kamelia Svetoslsvsva",1,2017,0,,0,,0,
215,Mila Georgieva Mihaylova,"Mihaylova, Mila Georgieva",1,2021,0,,0,,0,
216,Simeon Milev,"Milev, Simeon",0,,1,2013,0,,0,
217,Zlatina Todorova Mileva,"Mileva, Zlatina Todorova",1,2013,2,2015;2016,0,,0,
218,Kristian Emilov Minchev,"Minchev, Kristian Emilov",1,2013,1,2017,0,,0,
219,Maya Yaneva Minkova,"Minkova, Maya Yaneva",0,,1,2023,0,,0,
220,Yani Mishev Mishev,"Mishev, Yani Mishev",2,2022;2023,0,,0,,0,
221,Martin Petrov Mitakov,"Mitakov, Martin Petrov",0,,1,2023,0,,0,
222,Nikolay Dimitrov Mitev,"Mitev, Nikolay Dimitrov",0,,1,2018,0,,0,
223,Valentin Naydenov Mitev,"Mitev, Valentin Naydenov",1,2021,1,2023,0,,0,
224,Yoana Plamenova Mladenova,"Mladenova, Yoana Plamenova",3,2021;2022;2023,0,,0,,0,
225,Kiril Kirilov Momchilov,"Momchilov, Kiril Kirilov",1,2022,0,,0,,0,
226,Yavor Tihomirov Monov,"Monov, Yavor Tihomirov",1,2023,0,,0,,0,
227,Stiliyan Ivanov Nanovski,"Nanovski, Stiliyan Ivanov",0,,1,2018,0,,0,
228,Violeta Naydenova,"Naydenova, Violeta",0,,1,2014,0,,3,2015;2016;2017
229,Ivanimira Krasimirova Nedelcheva,"Nedelcheva, Ivanimira Krasimirova",1,2021,0,,0,,0,
230,Nedko Nedev,"Nedev, Nedko",0,,1,2013,0,,0,
231,Todor Dimitrov Nedev,"Nedev, Todor Dimitrov",1,2018,0,,0,,0,
232,Ivan Neykov,"Neykov, Ivan",1,2014,0,,0,,0,
233,Aleksandar Desislavov Nikolov,"Nikolov, Aleksandar Desislavov",1,2023,0,,0,,0,
234,Alexander Nikolaev Nikolov,"Nikolov, Alexander Nikolaev",0,,1,2023,0,,0,
235,Dimitar Nikolov Nikolov,"Nikolov, Dimitar Nikolov",1,2016,1,2018,0,,0,
236,Enislav Stanislavov Nikolov,"Nikolov, Enislav Stanislavov",1,2018,0,,0,,0,
237,George Stavrev Nikolov,"Nikolov, George Stavrev",0,,1,2023,0,,0,
238,Nikola Angelov Nikolov,"Nikolov, Nikola Angelov",1,2023,0,,0,,0,
239,Plamen Ivaylov Nikolov,"Nikolov, Plamen Ivaylov",1,2018,0,,0,,0,
240,Ivana Dimitrova Nikolova,"Nikolova, Ivana Dimitrova",1,2016,0,,0,,0,
241,Katya Ivanova Nikolova,"Nikolova, Katya Ivanova",1,2017,0,,0,,0,
242,Kristin Galinova Nikolova,"Nikolova, Kristin Galinova",1,2022,0,,0,,0,
243,Iliyas Bashir Noman,"Noman, Iliyas Bashir",2,2017;2018,0,,0,,0,
244,Petar Nyagolov,"Nyagolov, Petar",1,2013,0,,0,,0,
245,Tanya Ocetarova,"Ocetarova, Tanya",1,2013,0,,0,,0,
246,Dimitar Yasenov Oparlakov,"Oparlakov, Dimitar Yasenov",1,2014,2,2016;2017,0,,0,
247,Eozhen Hachik Ovagemyan,"Ovagemyan, Eozhen Hachik",0,,1,2013,0,,0,
248,Mardiros Hachik Ovagemyan,"Ovagemyan, Mardiros Hachik",1,2015,0,,0,,0,
249,Emiliya Tsvetanova Ovcharova,"Ovcharova, Emiliya Tsvetanova",1,2023,0,,0,,0,
250,Aleksandar Ioanis Pagkou,"Pagkou, Aleksandar Ioanis",0,,1,2018,0,,0,
251,Georgi Kirilov Palachorov,"Palachorov, Georgi Kirilov",2,2022;2023,0,,0,,0,
252,Sofia Jivkova Pamporova,"Pamporova, Sofia Jivkova",1,2023,0,,0,,0,
253,Alexandar Panchev,"Panchev, Alexandar",1,2013,0,,0,,0,
254,Zlatomir Georgiev Papazov,"Papazov, Zlatomir Georgiev",1,2013,0,,0,,0,
255,Georgi Paskalev,"Paskalev, Georgi",1,2014,0,,0,,0,
256,Reni Paskaleva,"Paskaleva, Reni",1,2019,0,,0,,0,
257,Mariya Svetoslavova Pavlova,"Pavlova, Mariya Svetoslavova",1,2013,0,,0,,0,
258,Radomir Peev,"Peev, Radomir",1,2013,0,,0,,0,
259,Gergana Georgieva Peeva,"Peeva, Gergana Georgieva",1,2016,0,,0,,0,
260,Yoana Krasimirova Peeva,"Peeva, Yoana Krasimirova",1,2016,2,2017;2018,0,,0,
261,Dimitar Penev,"Penev, Dimitar",1,2013,0,,0,,0,
262,Zvezdemir Nikolaev Penev,"Penev, Zvezdemir Nikolaev",1,2021,0,,0,,0,
263,Yoan Iliev Petkov,"Petkov, Yoan Iliev",2,2022;2023,0,,0,,0,
264,Yordan Vasilev Petkov,"Petkov, Yordan Vasilev",1,2018,0,,0,,0,
265,Vesela Pencheva Petkova,"Petkova, Vesela Pencheva",1,2017,0,,0,,0,
266,Aleksandar Petrov,"Petrov, Aleksandar",0,,1,2013,0,,0,
267,Ivo Vladislavov Petrov,"Petrov, Ivo Vladislavov",1,2015,0,,0,,0,
268,Kaloyan Georgiev Petrov,"Petrov, Kaloyan Georgiev",1,2018,1,2022,0,,0,
269,Radostin Asenov Petrov,"Petrov, Radostin Asenov",0,,2,2014;2015,0,,0,
270,Gergana Miroslavova Petrova,"Petrova, Gergana Miroslavova",1,2017,0,,0,,0,
271,Maria Cassia Lyudmilova Petrova,"Petrova, Maria Cassia Lyudmilova",1,2021,0,,0,,0,
272,Stanislava Georgieva Petrova,"Petrova, Stanislava Georgieva",2,2021;2022,1,2023,0,,0,
273,Viktor Ivaylov Popdonchev,"Popdonchev, Viktor Ivaylov",2,2017;2018,0,,0,,0,
274,Hristo Popov,"Popov, Hristo",0,,1,2014,0,,0,
275,Mirela Vasileva Puleva,"Puleva, Mirela Vasileva",0,,1,2013,0,,0,
276,Ivayla Ivaylova Radkova,"Radkova, Ivayla Ivaylova",0,,2,2019;2021,0,,0,
277,Nicole Raeva,"Raeva, Nicole",1,2018,0,,0,,0,
278,Lachezar Stoyanov Ralchev,"Ralchev, Lachezar Stoyanov",1,2021,0,,0,,0,
279,Angel Ivanov Raychev,"Raychev, Angel Ivanov",2,2016;2017,2,2018;2019,0,,0,
280,Bozhidar Georgiev Razvigorov,"Razvigorov, Bozhidar Georgiev",0,,1,2023,0,,0,
281,Svetoslav Georgiev Razvigorov,"Razvigorov, Svetoslav Georgiev",1,2018,0,,0,,0,
282,Mariya Ganelinova Roussinova,"Roussinova, Mariya Ganelinova",1,2018,0,,0,,0,
283,Dimitar Rosenov Rusev,"Rusev, Dimitar Rosenov",0,,1,2018,0,,0,
284,Radoslav Nikolaev Rusev,"Rusev, Radoslav Nikolaev",1,2018,0,,0,,0,
285,Dimitar Ruzhev,"Ruzhev, Dimitar",0,,1,2013,0,,0,
286,Bozhidar Aleksandrov Sakarev,"Sakarev, Bozhidar Aleksandrov",2,2021;2022,0,,0,,0,
287,Elinor Sergeeva,"Sergeeva, Elinor",1,2013,0,,0,,0,
288,Bhuiyan Riaz Shagor,"Shagor, Bhuiyan Riaz",1,2017,0,,0,,0,
289,Viktor Shaovchev,"Shaovchev, Viktor",1,2019,0,,0,,0,
290,Nikolay Peev Shivarov,"Shivarov, Nikolay Peev",1,2013,0,,0,,0,
291,Kalina Shkenderova,"Shkenderova, Kalina",1,2013,0,,0,,0,
292,Vladimir Atanasov Shopov,"Shopov, Vladimir Atanasov",1,2023,0,,0,,0,
293,Lyubomir Boykov Shoylev,"Shoylev, Lyubomir Boykov",1,2013,0,,0,,0,
294,Stanislav Shterev,"Shterev, Stanislav",0,,1,2013,0,,0,
295,Milen Milenov Shumanov,"Shumanov, Milen Milenov",2,2018;2019,1,2022,1,2023,0,
296,Bogdan Ivanov Simeonov,"Simeonov, Bogdan Ivanov",1,2013,1,2015,0,,0,
297,Ralitsa Atanasova Simova,"Simova, Ralitsa Atanasova",0,,1,2018,0,,0,
298,Simeon Valentinov Siromahov,"Siromahov, Simeon Valentinov",0,,2,2022;2023,0,,0,
299,Georgi Slavchev,"Slavchev, Georgi",1,2019,0,,0,,0,
300,Petar Simeonov Slavchev,"Slavchev, Petar Simeonov",1,2022,0,,0,,0,
301,Sava Ivanov Slavkov,"Slavkov, Sava Ivanov",1,2023,0,,0,,0,
302,Vladimir Stoychev Sleptsov,"Sleptsov, Vladimir Stoychev",1,2017,0,,0,,0,
303,Irina Julianova Sofronova,"Sofronova, Irina Julianova",1,2013,2,2015;2016,0,,0,
304,Momchil Yavorov Stamenov,"Stamenov, Momchil Yavorov",1,2021,0,,0,,0,
305,Mariya Dimitrova Stamova,"Stamova, Mariya Dimitrova",1,2022,0,,0,,0,
306,Siyana Deyanova Stamova,"Stamova, Siyana Deyanova",1,2023,0,,0,,0,
307,Valeri Stanchev,"Stanchev, Valeri",1,2013,0,,0,,0,
308,Nikola Martinov Staykov,"Staykov, Nikola Martinov",1,2015,2,2017;2018,0,,0,
309,Alexander Rossen Stefanov,"Stefanov, Alexander Rossen",1,2022,0,,1,2026,0,
310,Andrey Zdravkov Stefanov,"Stefanov, Andrey Zdravkov",1,2021,0,,0,,0,
311,Emiliyan Ventsislavov Stefanov,"Stefanov, Emiliyan Ventsislavov",2,2014;2015,0,,0,,0,
312,Lyuboslav Ivanov Stefanov,"Stefanov, Lyuboslav Ivanov",1,2016,2,2018;2019,0,,0,
313,Martin Boyanov Stefanov,"Stefanov, Martin Boyanov",1,2016,1,2017,0,,0,
314,Philip Robert Stefanov,"Stefanov, Philip Robert",0,,1,2022,0,,0,
315,Radoslav Antony Stefanov,"Stefanov, Radoslav Antony",1,2022,0,,0,,0,
316,Rossen Rossen Stefanov,"Stefanov, Rossen Rossen",1,2017,0,,0,,0,
317,Victoria Asenova Stoicheva,"Stoicheva, Victoria Asenova",1,2023,0,,0,,0,
318,Nikolaj Stoilov,"Stoilov, Nikolaj",1,2013,0,,0,,0,
319,Boris Stoyanov Stoyanov,"Stoyanov, Boris Stoyanov",1,2018,0,,0,,0,
320,Borislav Valentinov Stoyanov,"Stoyanov, Borislav Valentinov",0,,2,2018;2019,0,,0,
321,Ivan Vladimirov Stoyanov,"Stoyanov, Ivan Vladimirov",2,2022;2023,0,,0,,0,
322,Mihail Stoyanov Stoyanov,"Stoyanov, Mihail Stoyanov",1,2022,0,,0,,0,
323,Stoyan Ivanov Stoyanov,"Stoyanov, Stoyan Ivanov",0,,1,2013,0,,0,
324,Teodora Kirilova Stoyanova,"Stoyanova, Teodora Kirilova",2,2022;2023,0,,0,,0,
325,Marina Lubomirova Tankisheva,"Tankisheva, Marina Lubomirova",1,2023,0,,0,,0,
326,Yaniliya Teodor Terpo,"Terpo, Yaniliya Teodor",1,2023,0,,0,,0,
