id,name_clean,name_first_last,EMIC_freq,EMIC_years,IWYMIC_freq,IWYMIC_years,APMO_freq,APMO_years,IMO_freq,IMO_years
1228,Chuen Ferng Tho,"Tho, Chuen Ferng",1,2016,2,2017;2018,0,,0,
1229,Alvin Heng Hung Ting,"Ting, Alvin Heng Hung",0,,1,2014,0,,0,
1230,Yee Khiaw Voo,"Voo, Yee Khiaw",0,,1,2013,0,,0,
1231,Zhiyang Wan,"Wan, Zhiyang",1,2014,1,2017,2,2019;2020,2,2019;2020
1232,Belinda Xuan Lin Woh,"Woh, Belinda Xuan Lin",1,2017,0,,0,,0,
1233,Jer Ren Wong,"Wong, Jer Ren",0,,3,2017;2018;2019,6,2019;2020;2021;2022;2023;2024,5,2020;2021;2022;2023;2024
1234,Yong Yin Yap,"Yap, Yong Yin",1,2013,0,,0,,0,
1235,Yong Jie Yeoh,"Yeoh, Yong Jie",1,2014,0,,0,,0,
1236,Zi Song Yeoh,"Yeoh, Zi Song",1,2013,1,2014,5,2016;2017;2018;2019;2020,7,2014;2015;2016;2017;2018;2019;2020
1237,Ahmad Zharif Naufal Bin Zamri,"Zamri, Ahmad Zharif Naufal Bin",1,2021,0,,0,,0,
