id,name_clean,name_first_last,EMIC_freq,EMIC_years,IWYMIC_freq,IWYMIC_years,APMO_freq,APMO_years,IMO_freq,IMO_years
1261,Leonardo Ariel García Morán,"García Morán, Leonardo Ariel",0,,1,2014,2,2016;2017,3,2015;2016;2017
1262,Katia Garcia Orozco,"Garcia Orozco, Katia",0,,1,2018,0,,0,
1263,Jonatan Alejandro Gonzalez Cazares,"Gonzalez Cazares, Jonatan Alejandro",0,,1,2016,2,2017;2019,0,
1264,Bruno Gutiérrez Chávez,"Gutiérrez Chávez, Bruno",0,,1,2016,2,2018;2019,1,2019
1265,Antonio Gutiérrez Meléndez,"Gutiérrez Meléndez, Antonio",1,2021,0,,0,,0,
1266,Karol José Gutiérrez Suárez,"Gutiérrez Suárez, Karol José",0,,1,2013,1,2016,0,
1267,Emiliano Hernández Barranco,"Hernández Barranco, Emiliano",0,,3,2021;2022;2023,2,2024;2025,1,2024
1268,Eric Iván Hernández Palacios,"Hernández Palacios, Eric Iván",0,,2,2016;2017,1,2019,2,2018;2019
1269,Takumi Higashida Martínez,"Higashida Martínez, Takumi",1,2021,0,,2,2025;2026,3,2024;2025;2026
1270,Dario Hinojosa Delgadillo,"Hinojosa Delgadillo, Dario",0,,1,2018,0,,0,
1271,Diego Hinojosa Tellez,"Hinojosa Tellez, Diego",0,,2,2015;2016,2,2018;2019,1,2019
1272,Luis Angel Gabriel Jimenez Iturbide,"Jimenez Iturbide, Luis Angel Gabriel",1,2019,0,,1,2023,0,
1273,Isaac Jair Jiménez Uribe,"Jiménez Uribe, Isaac Jair",0,,1,2015,3,2016;2017;2018,2,2017;2018
1274,Jorge Antonio Joseph Fernandez,"Joseph Fernandez, Jorge Antonio",0,,1,2017,0,,0,
1275,Isaac Azael Juárez Martínez,"Juárez Martínez, Isaac Azael",1,2022,0,,0,,0,
1276,Woojoong Kwon,"Kwon, Woojoong",0,,1,2023,0,,0,
1277,Mateo Iván Latapi Acosta,"Latapi Acosta, Mateo Iván",2,2018;2019,2,2021;2022,3,2023;2024;2025,3,2023;2024;2025
1278,Antonio López Guzmán,"López Guzmán, Antonio",0,,1,2013,1,2016,2,2015;2016
1279,Sergio Felipe López Robles,"López Robles, Sergio Felipe",0,,2,2013;2014,0,,0,
1280,Maria Fernanda Lopez Tuyub,"Lopez Tuyub, Maria Fernanda",1,2018,0,,2,2022;2023,0,
1281,Olaf Daniel Magos Hernández,"Magos Hernández, Olaf Daniel",1,2021,0,,0,,0,
1282,Miguel Yair Márquez Reyes,"Márquez Reyes, Miguel Yair",0,,1,2015,0,,0,
1283,Fernando Gael Martín Barajas,"Martín Barajas, Fernando Gael",1,2022,0,,0,,0,
1284,Luis Eduardo Martínez Aguirre,"Martínez Aguirre, Luis Eduardo",1,2017,1,2019,1,2022,1,2023
1285,Olga Medrano Martín del Campo,"Medrano Martín del Campo, Olga",0,,1,2013,0,,1,2016
1286,Leonardo Melgar Rubí,"Melgar Rubí, Leonardo",0,,2,2022;2023,2,2024;2025,0,
1287,Isaac Montaño Manríquez,"Montaño Manríquez, Isaac",0,,1,2021,0,,0,
1288,Sebastián Montemayor Trujillo,"Montemayor Trujillo, Sebastián",1,2019,2,2021;2022,3,2024;2025;2026,1,2026
1289,Karla Rebeca Munguia Romero,"Munguia Romero, Karla Rebeca",0,,1,2019,1,2020,0,
1290,Mauricio Elias Navarrete Flores,"Navarrete Flores, Mauricio Elias",0,,1,2018,0,,0,
1291,Ignacio Ostos Aponte,"Ostos Aponte, Ignacio",1,2023,0,,0,,0,
1292,Yara Peimbert Pichardo,"Peimbert Pichardo, Yara",1,2021,0,,0,,0,
1293,Sebastián Preciado Molina,"Preciado Molina, Sebastián",1,2023,0,,0,,0,
1294,Daniel Ramírez Kühn,"Ramírez Kühn, Daniel",0,,1,2021,0,,0,
1295,Artie Aarón Ramírez Villa,"Ramírez Villa, Artie Aarón",1,2021,0,,0,,0,
1296,Carlos Emilio Ramos Aguilar,"Ramos Aguilar, Carlos Emilio",0,,1,2018,3,2019;2020;2021,2,2020;2021
1297,Fernando Isaí Sáenz Meza,"Sáenz Meza, Fernando Isaí",0,,1,2014,1,2017,0,
1298,Rodrigo Saldívar Mauricio,"Saldívar Mauricio, Rodrigo",1,2021,1,2023,0,,0,
1299,Maximiliano Sánchez Garza,"Sánchez Garza, Maximiliano",0,,1,2015,1,2016,1,2017
1300,Niza Daniela Sierra Jasso,"Sierra Jasso, Niza Daniela",1,2023,0,,0,,0,
1301,Jesus Omar Sistos Barron,"Sistos Barron, Jesus Omar",0,,2,2016;2017,0,,0,
1302,Oriol Andreu Sole Pi,"Sole Pi, Oriol Andreu",0,,1,2015,1,2018,2,2017;2018
1303,Nuria Sydykova Mendez,"Sydykova Mendez, Nuria",0,,1,2016,2,2018;2019,0,
1304,Pablo Alhui Valeriano Quiroz,"Valeriano Quiroz, Pablo Alhui",0,,2,2017;2018,3,2018;2020;2021,4,2018;2019;2020;2021
1305,Kenny Eduard Vercaemer Gonzalez,"Vercaemer Gonzalez, Kenny Eduard",0,,1,2017,0,,0,
1306,Elisa María Villarreal Corona,"Villarreal Corona, Elisa María",2,2022;2023,0,,0,,0,
1307,Héctor Juan Villarreal Corona,"Villarreal Corona, Héctor Juan",0,,1,2022,2,2024;2025,2,2024;2025
1308,Luis Veudi Vivas Pérez,"Vivas Pérez, Luis Veudi",0,,1,2023,0,,0,
