id,name_clean,name_first_last,EMIC_freq,EMIC_years,IWYMIC_freq,IWYMIC_years,APMO_freq,APMO_years,IMO_freq,IMO_years
493,Yam Tsz Hong,"Hong, Yam Tsz",1,2014,0,,0,,0,
494,Pak Yu Hui,"Hui, Pak Yu",1,2022,0,,0,,0,
495,Lexuan Hung,"Hung, Lexuan",1,2023,0,,0,,0,
496,Yat Ham Hung,"Hung, Yat Ham",1,2023,0,,0,,0,
497,Tsz Lok Ip,"Ip, Tsz Lok",0,,2,2015;2016,3,2017;2018;2019,0,
498,Cheuk Hin Kan,"Kan, Cheuk Hin",1,2015,0,,0,,0,
499,Kin Fung Nicholas Ko,"Ko, Kin Fung Nicholas",1,2018,0,,1,2023,0,
500,Chi Yui Kong,"Kong, Chi Yui",1,2016,0,,0,,0,
501,Yung Ho Kwan,"Kwan, Yung Ho",1,2018,1,2023,5,2022;2023;2024;2025;2026,4,2023;2024;2025;2026
502,Man Yi Kwok,"Kwok, Man Yi",0,,1,2014,2,2016;2017,3,2015;2016;2017
503,Pui Yi Lai,"Lai, Pui Yi",1,2013,0,,0,,0,
504,Wai Lok Lai,"Lai, Wai Lok",0,,1,2019,4,2019;2021;2022;2024,4,2020;2021;2022;2024
505,Cheuk Wai Marcus Lam,"Lam, Cheuk Wai Marcus",1,2018,0,,0,,0,
506,Jaco Lam,"Lam, Jaco",1,2021,0,,0,,0,
507,Shek Fung Lam,"Lam, Shek Fung",1,2014,0,,0,,0,
508,Wai Chung Lam,"Lam, Wai Chung",1,2015,0,,0,,0,
509,Yat Chak Avignon Lam,"Lam, Yat Chak Avignon",1,2018,0,,0,,0,
510,Cho Yan Lau,"Lau, Cho Yan",1,2023,0,,0,,0,
511,Ho Tsun Sirius Lau,"Lau, Ho Tsun Sirius",1,2018,0,,0,,0,
512,Ho Yin Garrison Lau,"Lau, Ho Yin Garrison",1,2021,0,,0,,0,
513,Chun Hei Law,"Law, Chun Hei",1,2019,0,,0,,0,
514,Hin Chun Lee,"Lee, Hin Chun",1,2023,0,,0,,0,
515,Ho Kan Lee,"Lee, Ho Kan",2,2013;2014,0,,0,,0,
516,Shun Ming Samuel Lee,"Lee, Shun Ming Samuel",0,,1,2014,2,2016;2017,3,2015;2016;2017
517,Wan Lee,"Lee, Wan",1,2014,1,2016,1,2019,1,2019
518,Cheuk Ting Leung,"Leung, Cheuk Ting",1,2018,0,,0,,0,
519,Chiu Yui Leung,"Leung, Chiu Yui",1,2021,0,,0,,0,
520,Harris Leung,"Leung, Harris",3,2013;2014;2015,0,,3,2018;2019;2021,3,2019;2020;2021
521,Ka Him Carlos Leung,"Leung, Ka Him Carlos",1,2023,0,,0,,0,
522,Pak San Leung,"Leung, Pak San",1,2021,0,,0,,0,
523,Wing Yuen Leung,"Leung, Wing Yuen",1,2019,0,,0,,0,
524,Kwing Hei Li,"Li, Kwing Hei",1,2013,0,,0,,0,
525,Lam Yuk Li,"Li, Lam Yuk",2,2013;2014,0,,0,,0,
526,Min Hang Li,"Li, Min Hang",1,2015,0,,1,2019,0,
527,Shing Yan Li,"Li, Shing Yan",0,,2,2014;2015,0,,0,
528,Yue Hin Li,"Li, Yue Hin",1,2023,0,,0,,0,
529,Ray Liu,"Liu, Ray",1,2023,0,,0,,0,
530,Zi Ang Liu,"Liu, Zi Ang",1,2023,0,,1,2026,0,
531,Chung Hei Rex Lo,"Lo, Chung Hei Rex",2,2016;2017,0,,0,,0,
532,Pok Yu Ma,"Ma, Pok Yu",1,2022,0,,0,,0,
533,Tsz Long Gavin Mak,"Mak, Tsz Long Gavin",1,2018,0,,0,,0,
534,Ka Pak Mok,"Mok, Ka Pak",1,2019,0,,0,,0,
535,Cheuk Him Ng,"Ng, Cheuk Him",1,2019,0,,0,,0,
536,Chun Hin Jamie Ng,"Ng, Chun Hin Jamie",1,2019,0,,0,,0,
537,Hiu Tsun Ng,"Ng, Hiu Tsun",1,2013,0,,0,,0,
538,Samuel Yan Lik Ng,"Ng, Samuel Yan Lik",0,,1,2015,0,,0,
539,Chi Ki Ngai,"Ngai, Chi Ki",0,,1,2015,2,2017;2018,1,2018
540,Yat Hei Pang,"Pang, Yat Hei",0,,1,2016,0,,0,
541,Tin Yau Poon,"Poon, Tin Yau",1,2014,0,,0,,0,
542,Ka Wun See,"See, Ka Wun",1,2016,0,,0,,0,
543,Yui Pong Antony Shing,"Shing, Yui Pong Antony",1,2019,0,,0,,0,
544,Nathaniel Siu,"Siu, Nathaniel",1,2022,0,,0,,0,
545,Chun Hin So,"So, Chun Hin",1,2016,0,,0,,0,
546,Ka Long Justin So,"So, Ka Long Justin",2,2013;2014,0,,0,,0,
547,Man Kit So,"So, Man Kit",0,,1,2015,0,,0,
548,Jing Zhe Sun,"Sun, Jing Zhe",1,2023,0,,0,,0,
549,Yu Hin Tang,"Tang, Yu Hin",0,,1,2021,0,,0,
550,Chun Shing Tong,"Tong, Chun Shing",1,2016,0,,0,,0,
551,Kwun Lam Tsang,"Tsang, Kwun Lam",0,,1,2016,0,,0,
552,Alvin Cheuk Hin Tse,"Tse, Alvin Cheuk Hin",0,,2,2014;2015,3,2016;2017;2018,2,2017;2018
553,Pak Lok Tse,"Tse, Pak Lok",1,2016,0,,0,,0,
554,Wing Yan Tse,"Tse, Wing Yan",1,2015,0,,0,,0,
555,Chun Kit Wong,"Wong, Chun Kit",1,2022,0,,0,,0,
556,Chun Ming Wong,"Wong, Chun Ming",1,2019,0,,0,,0,
557,Chun Sheung Marco Wong,"Wong, Chun Sheung Marco",1,2014,0,,0,,0,
558,Hon Lok Wong,"Wong, Hon Lok",1,2019,0,,0,,0,
559,Ka Yeung Wong,"Wong, Ka Yeung",2,2017;2018,0,,0,,0,
560,Lok Him Wong,"Wong, Lok Him",0,,1,2016,0,,0,
561,Lok Tin Wong,"Wong, Lok Tin",1,2019,0,,0,,0,
562,Pak Qiu Wong,"Wong, Pak Qiu",2,2015;2016,1,2018,0,,0,
563,Pak Yu Wong,"Wong, Pak Yu",1,2022,0,,0,,0,
564,Ping Kuen Wong,"Wong, Ping Kuen",1,2017,0,,0,,0,
565,Tsz Wang Wong,"Wong, Tsz Wang",1,2023,0,,0,,0,
566,Yat Wong,"Wong, Yat",0,,1,2013,0,,0,
567,Yu Hei Isaac Wong,"Wong, Yu Hei Isaac",1,2018,0,,0,,0,
568,Ho Chun Jeff Woo,"Woo, Ho Chun Jeff",1,2023,0,,0,,0,
569,Hoi Kwong Wu,"Wu, Hoi Kwong",0,,1,2016,0,,0,
570,Adam Xu,"Xu, Adam",1,2023,0,,1,2026,0,
571,Ha Tin Yan,"Yan, Ha Tin",1,2016,0,,0,,0,
572,Ching Yan Timothy Yau,"Yau, Ching Yan Timothy",1,2016,0,,1,2021,3,2020;2021;2022
573,Chun Yin Yau,"Yau, Chun Yin",1,2019,0,,0,,0,
574,King Fai Yeh,"Yeh, King Fai",1,2014,0,,0,,0,
575,Fung Hin Yeung,"Yeung, Fung Hin",1,2022,0,,0,,0,
576,Ming Hei Yeung,"Yeung, Ming Hei",1,2021,0,,0,,0,
577,Sin Hang Yeung,"Yeung, Sin Hang",1,2015,0,,0,,0,
578,Chun Hei Yip,"Yip, Chun Hei",1,2015,0,,0,,0,
579,Shue Chun Yip,"Yip, Shue Chun",1,2023,0,,0,,0,
580,Yan Ming Yip,"Yip, Yan Ming",1,2014,0,,0,,0,
581,Chun Hei Yiu,"Yiu, Chun Hei",3,2016;2017;2018,0,,4,2021;2022;2023;2024,3,2021;2022;2023
582,Hoi Wai Yu,"Yu, Hoi Wai",0,,2,2013;2014,2,2016;2017,4,2014;2015;2016;2017
583,Kin Wa Yu,"Yu, Kin Wa",1,2013,0,,0,,0,
584,Shun Yin Isaac Yu,"Yu, Shun Yin Isaac",1,2018,0,,0,,0,
585,Pui Ho Yuen,"Yuen, Pui Ho",1,2014,0,,0,,0,
586,Wai Him Yuen,"Yuen, Wai Him",0,,1,2015,0,,0,
587,Yiu Dick Justin Zhen,"Zhen, Yiu Dick Justin",1,2023,0,,0,,0,
588,Yan To Zheng,"Zheng, Yan To",1,2018,0,,0,,0,
589,Liwen Zhou,"Zhou, Liwen",0,,1,2023,0,,0,
590,Zhi Kui Zhou,"Zhou, Zhi Kui",1,2021,0,,0,,0,
